Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0000819~sister chromatid segregation	10	4.0	0.016890556699283982	3122590, 3124525, 3129384, 3123097, 3128740, 3126809, 3126070, 3127307, 3126464, 3129316	237	82	4870	2.505917464237933	0.9999999937558786	0.23362159563268292	23.86738481916012
GOTERM_BP_FAT	GO:0032970~regulation of actin filament-based process	4	1.6	0.01785492933809762	3125659, 3129357, 3125278, 3123415	237	12	4870	6.849507735583684	0.999999997897257	0.24232467932718826	25.054127885038458
GOTERM_BP_FAT	GO:0032956~regulation of actin cytoskeleton organization	4	1.6	0.01785492933809762	3125659, 3129357, 3125278, 3123415	237	12	4870	6.849507735583684	0.999999997897257	0.24232467932718826	25.054127885038458
GOTERM_BP_FAT	GO:0030029~actin filament-based process	12	4.8	0.017866173521808814	3125968, 3125659, 3129357, 3125278, 3125998, 3123645, 3127923, 3128145, 3123193, 3125101, 3127789, 3123415	237	111	4870	2.2214619682974113	0.9999999979237859	0.23957126005191154	25.06786196572257
GOTERM_BP_FAT	GO:0007242~intracellular signaling cascade	16	6.4	0.018780243532142193	3124780, 3127553, 3125101, 3126952, 3123056, 3129765, 3124768, 3127989, 3128209, 3128495, 3125998, 3126194, 3124145, 3127923, 3128145, 3129442	237	172	4870	1.9114905308605632	0.99999999926072	0.24732840602084527	26.176483500360693
GOTERM_BP_FAT	GO:0051276~chromosome organization	29	11.600000000000001	0.019478412834481876	3129384, 3123097, 3128099, 3126356, 3125372, 3127346, 3129128, 3128740, 3123193, 3127307, 3126464, 3123338, 3122867, 3126513, 3124525, 3129543, 3126495, 3126809, 3126805, 3128064, 3123667, 3129316, 3122991, 3122590, 3125535, 3126717, 3124968, 3125034, 3126070	237	387	4870	1.5398118165265648	0.9999999996642702	0.2523817993073657	27.012873363865463
GOTERM_BP_FAT	GO:0007346~regulation of mitotic cell cycle	10	4.0	0.019522660473869635	3126687, 3129765, 3122590, 3123097, 3124645, 3126495, 3127553, 3129619, 3128145, 3127700	237	84	4870	2.4462527627084585	0.9999999996806588	0.25000911269891346	27.065580455109185
GOTERM_BP_FAT	GO:0030447~filamentous growth	12	4.8	0.020170522118807745	3128203, 3127664, 3129084, 3128209, 3127553, 3123032, 3125998, 3123342, 3123645, 3128145, 3123241, 3123415	237	113	4870	2.1821440573540944	0.9999999998465717	0.2543341945189481	27.833228337483963
GOTERM_BP_FAT	GO:0007023~post-chaperonin tubulin folding pathway	3	1.2	0.02122011035675698	3129598, 3128123, 3124057	237	5	4870	12.329113924050633	0.9999999999532581	0.2628424086121244	29.06082330083568
GOTERM_BP_FAT	GO:0000092~mitotic anaphase B	3	1.2	0.02122011035675698	3126687, 3129384, 3128740	237	5	4870	12.329113924050633	0.9999999999532581	0.2628424086121244	29.06082330083568
GOTERM_BP_FAT	GO:0032505~reproduction of a single-celled organism	19	7.6	0.021865342118380232	3124756, 3129008, 3126495, 3127553, 3123645, 3125101, 3128064, 3125567, 3127422, 3122991, 3125968, 3128209, 3125998, 3128145, 3129442, 3123193, 3124085, 3127789, 3123241	237	223	4870	1.7507710355527808	0.9999999999775043	0.26681013180101	29.80573822671645
GOTERM_BP_FAT	GO:0032990~cell part morphogenesis	4	1.6	0.02239607064071784	3125873, 3124545, 3125050, 3128471	237	13	4870	6.32262252515417	0.9999999999876775	0.26947726753094425	30.41295657892996
GOTERM_BP_FAT	GO:0070584~mitochondrion morphogenesis	4	1.6	0.02239607064071784	3125873, 3124545, 3125050, 3128471	237	13	4870	6.32262252515417	0.9999999999876775	0.26947726753094425	30.41295657892996
GOTERM_BP_FAT	GO:0043244~regulation of protein complex disassembly	4	1.6	0.02239607064071784	3126687, 3123097, 3125278, 3123415	237	13	4870	6.32262252515417	0.9999999999876775	0.26947726753094425	30.41295657892996
GOTERM_BP_FAT	GO:0010639~negative regulation of organelle organization	6	2.4	0.02255618142521601	3126687, 3125659, 3123097, 3126495, 3125278, 3123415	237	34	4870	3.626209977661951	0.9999999999897243	0.26828265935275064	30.5951737338259
GOTERM_BP_FAT	GO:0032989~cellular component morphogenesis	18	7.199999999999999	0.022893879883261088	3127858, 3124780, 3125873, 3126495, 3127553, 3124545, 3123645, 3125101, 3128209, 3125998, 3126910, 3128145, 3129442, 3123193, 3125050, 3128471, 3127789, 3127307	237	208	4870	1.7782375851996106	0.9999999999929954	0.26891465435864403	30.978032203964823
GOTERM_BP_FAT	GO:0034622~cellular macromolecular complex assembly	24	9.6	0.023855301915233103	3126687, 3127142, 3124756, 3124054, 3128099, 3127529, 3128992, 3124432, 3125044, 3126809, 3126246, 3123667, 3128863, 3129194, 3123211, 3125489, 3125528, 3124632, 3129430, 3127495, 3125034, 3123076, 3126464, 3126568	237	308	4870	1.6011836265000823	0.999999999997649	0.2757399194882757	32.05720958283751
GOTERM_BP_FAT	GO:0007265~Ras protein signal transduction	6	2.4	0.02530934432773543	3124768, 3128209, 3127553, 3125998, 3128145, 3129442	237	35	4870	3.522603978300181	0.9999999999995499	0.28712187954638135	33.65933070757183
GOTERM_BP_FAT	GO:0001300~chronological cell aging	5	2.0	0.026589728528822958	3125873, 3123193, 3125050, 3128471, 3126990	237	24	4870	4.280942334739803	0.9999999999998952	0.2964479381369025	35.04071452333457
GOTERM_BP_FAT	GO:0022604~regulation of cell morphogenesis	5	2.0	0.026589728528822958	3124116, 3125998, 3128145, 3123164, 3129520	237	24	4870	4.280942334739803	0.9999999999998952	0.2964479381369025	35.04071452333457
GOTERM_BP_FAT	GO:0060249~anatomical structure homeostasis	8	3.2	0.02690126082112425	3122991, 3123338, 3127346, 3124968, 3125372, 3126805, 3126070, 3123667	237	61	4870	2.694888289409974	0.9999999999999265	0.2964755080349123	35.372717966310184
GOTERM_BP_FAT	GO:0032200~telomere organization	8	3.2	0.02690126082112425	3122991, 3123338, 3127346, 3124968, 3125372, 3126805, 3126070, 3123667	237	61	4870	2.694888289409974	0.9999999999999265	0.2964755080349123	35.372717966310184
GOTERM_BP_FAT	GO:0000723~telomere maintenance	8	3.2	0.02690126082112425	3122991, 3123338, 3127346, 3124968, 3125372, 3126805, 3126070, 3123667	237	61	4870	2.694888289409974	0.9999999999999265	0.2964755080349123	35.372717966310184
GOTERM_BP_FAT	GO:0009451~RNA modification	12	4.8	0.028402343915452846	3126426, 3125557, 3123348, 3124335, 3129419, 3124968, 3127516, 3122458, 3123241, 3124985, 3123026, 3122950	237	119	4870	2.0721199872354004	0.9999999999999868	0.30739072445050586	36.95025859752318
GOTERM_BP_FAT	GO:0030036~actin cytoskeleton organization	11	4.3999999999999995	0.029894236513008102	3125968, 3125659, 3129357, 3125278, 3125998, 3123645, 3127923, 3128145, 3123193, 3125101, 3123415	237	105	4870	2.1527024311834437	0.9999999999999976	0.31783330616637273	38.48231319799517
GOTERM_BP_FAT	GO:0032447~protein urmylation	3	1.2	0.03082242494710813	3125557, 3127516, 3123241	237	6	4870	10.274261603375527	0.9999999999999991	0.32301871987278197	39.41780195221117
GOTERM_BP_FAT	GO:0000266~mitochondrial fission	3	1.2	0.03082242494710813	3125873, 3124545, 3128471	237	6	4870	10.274261603375527	0.9999999999999991	0.32301871987278197	39.41780195221117
GOTERM_BP_FAT	GO:0031578~mitotic cell cycle spindle orientation checkpoint	3	1.2	0.03082242494710813	3129765, 3124645, 3127700	237	6	4870	10.274261603375527	0.9999999999999991	0.32301871987278197	39.41780195221117
GOTERM_BP_FAT	GO:0000090~mitotic anaphase	3	1.2	0.03082242494710813	3126687, 3129384, 3128740	237	6	4870	10.274261603375527	0.9999999999999991	0.32301871987278197	39.41780195221117
GOTERM_BP_FAT	GO:0000070~mitotic sister chromatid segregation	9	3.5999999999999996	0.03172716441313027	3122590, 3129384, 3123097, 3128740, 3126809, 3126070, 3127307, 3126464, 3129316	237	77	4870	2.401775439750123	0.9999999999999997	0.3278578349260508	40.31680764679459
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	14	5.6000000000000005	0.031846032544175465	3124780, 3127858, 3126495, 3127553, 3123645, 3125101, 3128209, 3126910, 3125998, 3128145, 3129442, 3123193, 3127789, 3127307	237	152	4870	1.892627137463913	0.9999999999999998	0.32592629148100527	40.43398848317884
GOTERM_BP_FAT	GO:0032880~regulation of protein localization	4	1.6	0.03318030721635198	3125998, 3124991, 3129520, 3123578	237	15	4870	5.479606188466947	0.9999999999999999	0.33419138113149216	41.73460887124813
GOTERM_BP_FAT	GO:0007096~regulation of exit from mitosis	5	2.0	0.03924032110133435	3129765, 3124645, 3127553, 3128145, 3127700	237	27	4870	3.805282075324269	1.0	0.3795800050720388	47.313745303056606
GOTERM_BP_FAT	GO:0010648~negative regulation of cell communication	4	1.6	0.03941400901966163	3124768, 3127722, 3124991, 3129520	237	16	4870	5.137130801687763	1.0	0.37775002007882075	47.46601027396934
GOTERM_BP_FAT	GO:0009968~negative regulation of signal transduction	4	1.6	0.03941400901966163	3124768, 3127722, 3124991, 3129520	237	16	4870	5.137130801687763	1.0	0.37775002007882075	47.46601027396934
GOTERM_BP_FAT	GO:0046854~phosphoinositide phosphorylation	3	1.2	0.041790858307478806	3125330, 3126194, 3126952	237	7	4870	8.806509945750452	1.0	0.392461909017336	49.50867544932297
GOTERM_BP_FAT	GO:0046834~lipid phosphorylation	3	1.2	0.041790858307478806	3125330, 3126194, 3126952	237	7	4870	8.806509945750452	1.0	0.392461909017336	49.50867544932297
GOTERM_BP_FAT	GO:0051322~anaphase	3	1.2	0.041790858307478806	3126687, 3129384, 3128740	237	7	4870	8.806509945750452	1.0	0.392461909017336	49.50867544932297
GOTERM_BP_FAT	GO:0007264~small GTPase mediated signal transduction	9	3.5999999999999996	0.04379859422034006	3129765, 3124768, 3127989, 3128209, 3127553, 3125998, 3128145, 3129442, 3125101	237	82	4870	2.25532571781414	1.0	0.40391966837207294	51.17586364563117
GOTERM_BP_FAT	GO:0031577~spindle checkpoint	5	2.0	0.0441007401913747	3129765, 3123097, 3124645, 3126495, 3127700	237	28	4870	3.6693791440626886	1.0	0.40289318129677154	51.422245893761186
GOTERM_BP_FAT	GO:0016310~phosphorylation	17	6.800000000000001	0.04869218712733767	3124780, 3125330, 3123083, 3124756, 3127108, 3127553, 3127744, 3124713, 3128223, 3128825, 3126952, 3122759, 3124344, 3126194, 3127923, 3128418, 3129520	237	211	4870	1.655568220449137	1.0	0.4315738148063736	55.025770791061724
GOTERM_BP_FAT	GO:0007004~telomere maintenance via telomerase	4	1.6	0.053513778021934515	3127346, 3124968, 3125372, 3126070	237	18	4870	4.566338490389123	1.0	0.45995261842695057	58.53918698089906
GOTERM_BP_FAT	GO:0010833~telomere maintenance via telomere lengthening	4	1.6	0.053513778021934515	3127346, 3124968, 3125372, 3126070	237	18	4870	4.566338490389123	1.0	0.45995261842695057	58.53918698089906
GOTERM_BP_FAT	GO:0080135~regulation of cellular response to stress	3	1.2	0.053971615938333016	3129374, 3126513, 3125535	237	8	4870	7.705696202531645	1.0	0.4595230078388187	58.859073870056356
GOTERM_BP_FAT	GO:0007119~budding cell isotropic bud growth	3	1.2	0.053971615938333016	3123645, 3128145, 3123193	237	8	4870	7.705696202531645	1.0	0.4595230078388187	58.859073870056356
GOTERM_BP_FAT	GO:0048309~endoplasmic reticulum inheritance	3	1.2	0.053971615938333016	3127760, 3125000, 3123578	237	8	4870	7.705696202531645	1.0	0.4595230078388187	58.859073870056356
GOTERM_BP_FAT	GO:0016237~microautophagy	6	2.4	0.05505099028197557	3127422, 3128198, 3123090, 3127989, 3125863, 3124140	237	43	4870	2.8672357962908452	1.0	0.4629940726166083	59.60408794288079
GOTERM_BP_FAT	GO:0042592~homeostatic process	19	7.6	0.05745596304066858	3123338, 3125330, 3127761, 3127740, 3127181, 3125863, 3126495, 3124140, 3129059, 3125372, 3126805, 3123667, 3122991, 3127346, 3124968, 3128156, 3124145, 3126399, 3126070	237	250	4870	1.5616877637130804	1.0	0.4744749381877106	61.21882288160072
GOTERM_BP_FAT	GO:0000001~mitochondrion inheritance	5	2.0	0.06060962223068936	3129357, 3125873, 3123645, 3123193, 3127789	237	31	4870	3.314277936572751	1.0	0.4899246906344251	63.244641154489045
GOTERM_BP_FAT	GO:0048311~mitochondrion distribution	5	2.0	0.06060962223068936	3129357, 3125873, 3123645, 3123193, 3127789	237	31	4870	3.314277936572751	1.0	0.4899246906344251	63.244641154489045
GOTERM_BP_FAT	GO:0006944~membrane fusion	8	3.2	0.061941697414073425	3127422, 3128198, 3123090, 3127989, 3125863, 3122500, 3128120, 3125050	237	73	4870	2.2518929541644988	1.0	0.49432221142825816	64.07015614262974
GOTERM_BP_FAT	GO:0043624~cellular protein complex disassembly	7	2.8000000000000003	0.0643516626482214	3127858, 3125659, 3129384, 3123097, 3126495, 3128740, 3127495	237	59	4870	2.4379603804619894	1.0	0.504670079474051	65.51966345220922
GOTERM_BP_FAT	GO:0043241~protein complex disassembly	7	2.8000000000000003	0.0643516626482214	3127858, 3125659, 3129384, 3123097, 3126495, 3128740, 3127495	237	59	4870	2.4379603804619894	1.0	0.504670079474051	65.51966345220922
GOTERM_BP_FAT	GO:0007568~aging	8	3.2	0.06572791529254404	3124768, 3129658, 3125873, 3124968, 3123193, 3125050, 3128471, 3126990	237	74	4870	2.221461968297411	1.0	0.5089964575625561	66.32264724489974
GOTERM_BP_FAT	GO:0007093~mitotic cell cycle checkpoint	5	2.0	0.06674660647488262	3129765, 3123097, 3124645, 3126495, 3127700	237	32	4870	3.210706751054852	1.0	0.5112789506237814	66.90568161571059
GOTERM_BP_FAT	GO:0030832~regulation of actin filament length	3	1.2	0.06722249360700061	3129357, 3125278, 3123415	237	9	4870	6.849507735583685	1.0	0.5105982730623948	67.1747940024374
GOTERM_BP_FAT	GO:0032271~regulation of protein polymerization	3	1.2	0.06722249360700061	3129357, 3125278, 3123415	237	9	4870	6.849507735583685	1.0	0.5105982730623948	67.1747940024374
GOTERM_BP_FAT	GO:0030833~regulation of actin filament polymerization	3	1.2	0.06722249360700061	3129357, 3125278, 3123415	237	9	4870	6.849507735583685	1.0	0.5105982730623948	67.1747940024374
GOTERM_BP_FAT	GO:0008064~regulation of actin polymerization or depolymerization	3	1.2	0.06722249360700061	3129357, 3125278, 3123415	237	9	4870	6.849507735583685	1.0	0.5105982730623948	67.1747940024374
GOTERM_BP_FAT	GO:0006399~tRNA metabolic process	14	5.6000000000000005	0.06740889722370128	3123348, 3123644, 3129419, 3127516, 3122458, 3122950, 3123026, 3126426, 3125557, 3122511, 3124335, 3129733, 3123241, 3124985	237	170	4870	1.6922313229089105	1.0	0.5083800426701686	67.27964425636968
GOTERM_BP_FAT	GO:0008361~regulation of cell size	10	4.0	0.0735457310994045	3128203, 3124116, 3123032, 3125998, 3123342, 3123645, 3128145, 3127789, 3122759, 3123026	237	107	4870	1.9204227296029022	1.0	0.5370591903800657	70.56130181839899
GOTERM_BP_FAT	GO:0042493~response to drug	11	4.3999999999999995	0.07677513705209389	3127404, 3129765, 3124525, 3123909, 3122792, 3128471, 3128064, 3123370, 3123241, 3129520, 3126990	237	124	4870	1.822852865115013	1.0	0.5498186878523161	72.16170975264642
GOTERM_BP_FAT	GO:0051646~mitochondrion localization	5	2.0	0.07994538744714283	3129357, 3125873, 3123645, 3123193, 3127789	237	34	4870	3.021841648051626	1.0	0.5617821233937628	73.65316447118052
GOTERM_BP_FAT	GO:0006914~autophagy	12	4.8	0.08522743724916701	3127422, 3125968, 3128198, 3127761, 3123090, 3127989, 3125863, 3122500, 3125805, 3124632, 3124140, 3122756	237	143	4870	1.7243515977693193	1.0	0.5828224815695953	75.97292832774845
GOTERM_BP_FAT	GO:0016049~cell growth	8	3.2	0.08671951302305196	3128203, 3123032, 3125998, 3123342, 3123645, 3128145, 3127789, 3123026	237	79	4870	2.0808631095444103	1.0	0.5862341099709315	76.59266590145435
GOTERM_BP_FAT	GO:0016044~membrane organization	19	7.6	0.08746687585088841	3128198, 3127760, 3123090, 3125863, 3128449, 3124116, 3128260, 3124140, 3128223, 3128825, 3127422, 3127989, 3122500, 3129214, 3129252, 3123193, 3125050, 3128120, 3127789	237	264	4870	1.4788709883646594	1.0	0.5863256397240952	76.89742121252243
GOTERM_BP_FAT	GO:0007020~microtubule nucleation	4	1.6	0.08778788816752607	3123097, 3126017, 3128056, 3128939	237	22	4870	3.7360951285001915	1.0	0.5845656382129486	77.0271762856672
GOTERM_BP_FAT	GO:0007015~actin filament organization	7	2.8000000000000003	0.08802105046803106	3125659, 3129357, 3125998, 3123645, 3127923, 3128145, 3123193	237	64	4870	2.2474947257383966	1.0	0.582447817407477	77.12099316413519
GOTERM_BP_FAT	GO:0007569~cell aging	7	2.8000000000000003	0.08802105046803106	3129658, 3125873, 3124968, 3123193, 3125050, 3128471, 3126990	237	64	4870	2.2474947257383966	1.0	0.582447817407477	77.12099316413519
GOTERM_BP_FAT	GO:0050849~negative regulation of calcium-mediated signaling	2	0.8	0.09458102068943897	3124991, 3129520	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0030834~regulation of actin filament depolymerization	2	0.8	0.09458102068943897	3125278, 3123415	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0050848~regulation of calcium-mediated signaling	2	0.8	0.09458102068943897	3124991, 3129520	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0051693~actin filament capping	2	0.8	0.09458102068943897	3125278, 3123415	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0051016~barbed-end actin filament capping	2	0.8	0.09458102068943897	3125278, 3123415	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0030050~vesicle transport along actin filament	2	0.8	0.09458102068943897	3123193, 3127789	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0030835~negative regulation of actin filament depolymerization	2	0.8	0.09458102068943897	3125278, 3123415	237	2	4870	20.548523206751053	1.0	0.6069395754476771	79.61791605967676
GOTERM_BP_FAT	GO:0007109~cytokinesis, completion of separation	3	1.2	0.09641926142252641	3126687, 3128209, 3129442	237	11	4870	5.604142692750288	1.0	0.611275680431203	80.27034633110134
